H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
6.48,9.065,0.083,-0.0170,4.780,20.000,0.916,0.000,9.058,0.083,0.913,0.875,0,19.00
6.50,9.331,0.072,-0.0174,4.780,19.000,0.776,0.000,9.324,0.072,0.774,0.711,0,19.00
6.52,10.127,0.065,-0.0190,4.780,19.000,0.645,0.000,10.119,0.065,0.643,0.591,0,19.50
6.54,10.953,0.046,-0.0205,4.780,19.000,0.419,0.000,10.945,0.046,0.416,0.384,0,19.50
6.56,12.231,0.038,-0.0244,4.780,19.000,0.315,0.000,12.221,0.039,0.313,0.302,0,19.50
6.58,13.942,0.044,-0.0281,4.780,29.000,0.321,0.000,13.930,0.045,0.318,0.330,0,19.50
6.60,14.963,0.070,-0.0346,4.780,17.000,0.469,0.000,14.949,0.070,0.466,0.487,0,19.50
6.62,15.992,0.038,-0.0345,4.780,17.000,0.239,0.000,15.978,0.038,0.236,0.246,0,19.50
6.64,16.760,0.140,-0.0344,4.780,16.000,0.840,0.000,16.746,0.141,0.838,0.848,0,19.50
6.66,17.178,0.134,-0.0370,4.780,17.000,0.786,0.000,17.163,0.135,0.783,0.760,0,19.50
6.68,17.619,0.148,-0.0377,4.780,16.000,0.842,0.000,17.603,0.148,0.839,0.856,0,19.50
6.70,18.181,0.136,-0.0467,4.780,12.000,0.754,0.000,18.162,0.137,0.750,0.777,0,19.50
6.72,21.058,0.134,-0.0532,4.780,12.000,0.641,0.000,21.036,0.135,0.638,0.739,0,19.50
6.74,23.155,0.161,-0.0637,4.780,13.000,0.701,0.000,23.129,0.162,0.697,0.852,0,19.50
6.76,23.521,0.187,-0.0716,4.780,10.000,0.800,0.000,23.492,0.188,0.796,0.954,0,19.50
6.78,7.680,0.079,-0.0625,4.630,0.000,1.047,0.000,7.654,0.080,1.035,0.391,0,19.00
6.80,17.044,0.095,-0.0624,4.680,22.000,0.560,0.000,17.019,0.095,0.556,0.448,0,19.50
6.82,21.595,0.088,-0.0623,4.680,16.000,0.412,0.000,21.569,0.089,0.408,0.401,0,19.50
6.84,24.597,0.120,-0.0631,4.690,16.000,0.493,0.000,24.571,0.121,0.490,0.529,0,19.50
6.86,24.261,0.151,-0.0652,4.730,18.000,0.627,0.000,24.234,0.152,0.624,0.650,0,19.50
6.88,25.072,0.200,-0.0690,4.770,20.000,0.801,0.000,25.044,0.200,0.797,0.848,0,19.50
6.90,26.250,0.244,-0.0781,4.780,20.000,0.932,0.000,26.218,0.244,0.928,0.992,0,19.50
6.92,27.771,0.244,-0.0837,4.790,19.000,0.883,0.000,27.736,0.245,0.879,0.990,0,19.50
6.94,29.399,0.259,-0.0864,4.780,14.000,0.885,0.000,29.363,0.260,0.881,1.062,0,19.50
6.96,29.031,0.288,-0.0877,4.780,9.000,0.998,0.000,28.995,0.289,0.993,1.213,0,19.50
6.98,26.518,0.350,-0.0888,4.780,12.000,1.325,0.000,26.481,0.351,1.320,1.518,0,19.50
7.00,18.609,0.432,-0.0897,4.760,16.000,2.330,0.000,18.572,0.433,2.320,1.960,0,18.50
7.02,18.068,0.461,-0.0897,4.760,19.000,2.559,0.000,18.031,0.461,2.549,2.205,0,18.50
7.04,18.503,0.513,-0.0898,4.730,20.000,2.783,0.000,18.466,0.514,2.773,2.621,0,18.50
7.06,18.045,0.499,-0.0895,4.710,21.000,2.777,0.000,18.009,0.500,2.766,2.750,0,18.50
7.08,16.337,0.514,-0.0899,4.740,23.000,3.158,0.000,16.300,0.515,3.145,3.072,0,18.00
7.10,13.802,0.544,-0.0898,4.660,25.000,3.957,0.000,13.765,0.545,3.940,3.448,0,20.50
7.12,13.601,0.514,-0.0898,4.640,24.000,3.797,0.000,13.564,0.515,3.780,3.262,0,19.00
7.14,13.442,0.503,-0.0894,4.710,23.000,3.763,0.000,13.406,0.504,3.746,3.127,0,19.00
7.16,13.754,0.515,-0.0893,4.710,24.000,3.764,0.000,13.717,0.516,3.747,3.132,0,19.00
7.18,13.302,0.507,-0.0894,4.630,24.000,3.832,0.000,13.266,0.508,3.815,3.009,0,19.00
7.20,15.999,0.480,-0.0891,4.610,22.000,3.010,0.000,15.962,0.480,2.998,2.759,0,18.50
7.22,18.534,0.465,-0.0890,4.520,21.000,2.521,0.000,18.498,0.466,2.512,2.573,0,18.50
7.24,21.795,0.449,-0.0889,4.480,25.000,2.070,0.000,21.758,0.450,2.062,2.394,0,19.00
7.26,22.412,0.446,-0.0887,4.470,22.000,1.996,0.000,22.376,0.447,1.989,2.280,0,19.00
7.28,22.535,0.480,-0.0887,4.500,20.000,2.139,0.000,22.499,0.481,2.131,2.365,0,18.50
7.30,22.067,0.486,-0.0889,4.470,27.000,2.208,0.000,22.031,0.486,2.200,2.302,0,18.50
7.32,21.548,0.504,-0.0890,4.490,28.000,2.347,0.000,21.511,0.505,2.339,2.339,0,18.50
7.34,21.140,0.553,-0.0891,4.490,29.000,2.626,0.000,21.104,0.554,2.617,2.547,0,18.50
7.36,21.923,0.538,-0.0890,4.510,28.000,2.461,0.000,21.886,0.539,2.453,2.493,0,18.50
7.38,22.167,0.538,-0.0890,4.490,29.000,2.434,0.000,22.130,0.539,2.426,2.543,0,18.50
7.40,21.916,0.517,-0.0893,4.520,28.000,2.368,0.000,21.879,0.518,2.360,2.496,0,18.50
7.42,20.959,0.478,-0.0892,4.570,26.000,2.287,0.000,20.922,0.479,2.279,2.346,0,18.50
7.44,20.429,0.444,-0.0891,4.560,26.000,2.184,0.000,20.393,0.445,2.175,2.188,0,18.50
7.46,20.168,0.488,-0.0887,4.560,27.000,2.428,0.000,20.132,0.489,2.419,2.389,0,18.50
7.48,17.784,0.433,-0.0887,4.580,34.000,2.443,0.000,17.748,0.434,2.433,2.099,0,18.50
7.50,17.784,0.454,-0.0888,4.580,32.000,2.564,0.000,17.748,0.455,2.553,2.203,0,18.50
7.52,18.158,0.504,-0.0886,4.540,32.000,2.786,0.000,18.122,0.505,2.776,0.000,0,18.50
7.54,20.944,0.447,-0.0888,4.600,30.000,2.144,0.000,20.907,0.448,2.136,0.000,0,18.50
7.56,22.433,0.447,-0.0888,4.620,31.000,2.002,0.000,22.397,0.448,1.994,0.000,0,19.00
7.58,24.056,0.433,-0.0887,4.620,32.000,1.806,0.000,24.019,0.434,1.799,0.000,0,19.00
7.60,22.134,0.427,-0.0887,4.620,31.000,1.935,0.000,22.098,0.427,1.927,0.000,0,19.00
7.62,22.134,0.427,-0.0887,4.620,31.000,1.935,0.000,22.098,0.427,1.927,0.000,0,19.00
