H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
7.48,21.296,0.095,-0.0924,2.880,17.000,0.450,0.000,21.258,0.096,0.445,0.491,0,19.50
7.50,22.168,0.122,-0.0913,2.810,15.000,0.556,0.000,22.130,0.123,0.551,0.602,0,19.50
7.52,21.187,0.157,-0.0945,2.810,15.000,0.748,0.000,21.148,0.158,0.742,0.751,0,19.50
7.54,22.281,0.169,-0.0924,2.810,17.000,0.765,0.000,22.243,0.170,0.759,0.782,0,19.50
7.56,23.170,0.188,-0.0911,2.890,22.000,0.814,0.000,23.132,0.188,0.809,0.843,0,19.50
7.58,23.069,0.174,-0.0931,2.940,23.000,0.761,0.000,23.031,0.175,0.756,0.766,0,19.50
7.60,21.363,0.230,-0.0924,3.010,23.000,1.081,0.000,21.325,0.231,1.075,0.989,0,19.50
7.62,21.632,0.241,-0.0917,3.020,24.000,1.121,0.000,21.594,0.242,1.115,1.026,0,19.50
7.64,23.656,0.247,-0.0922,3.010,25.000,1.049,0.000,23.618,0.248,1.043,1.033,0,19.50
7.66,24.727,0.255,-0.0930,3.000,20.000,1.036,0.000,24.689,0.256,1.030,1.057,0,19.50
7.68,25.799,0.246,-0.0924,2.990,21.000,0.957,0.000,25.761,0.247,0.952,1.015,0,19.50
7.70,26.316,0.261,-0.0925,2.970,22.000,0.998,0.000,26.278,0.262,0.993,1.075,0,19.50
7.72,25.310,0.280,-0.0920,3.010,21.000,1.111,0.000,25.272,0.281,1.106,1.144,0,19.50
7.74,25.444,0.346,-0.0936,3.050,21.000,1.365,0.000,25.406,0.347,1.359,1.401,0,19.50
7.76,24.613,0.339,-0.0932,3.090,20.000,1.382,0.000,24.575,0.340,1.376,1.371,0,19.50
7.78,24.420,0.338,-0.0937,3.160,11.000,1.391,0.000,24.381,0.339,1.385,1.364,0,19.00
7.80,23.981,0.343,-0.0945,3.150,12.000,1.434,0.000,23.942,0.343,1.428,1.378,0,19.00
7.82,23.215,0.350,-0.0941,3.140,15.000,1.512,0.000,23.176,0.350,1.506,1.413,0,19.00
7.84,24.067,0.352,-0.0939,3.100,19.000,1.470,0.000,24.028,0.353,1.463,1.424,0,19.00
7.86,24.022,0.265,-0.0938,3.140,19.000,1.110,0.000,23.984,0.266,1.105,1.074,0,19.50
7.88,25.643,0.253,-0.0938,3.140,19.000,0.991,0.000,25.605,0.254,0.986,1.030,0,19.50
7.90,26.382,0.314,-0.0947,3.120,20.000,1.194,0.000,26.343,0.315,1.189,1.286,0,19.50
7.92,24.890,0.264,-0.0927,3.140,22.000,1.066,0.000,24.852,0.265,1.060,1.083,0,19.50
7.94,25.423,0.308,-0.0910,3.140,21.000,1.216,0.000,25.385,0.309,1.210,1.253,0,19.50
7.96,25.078,0.301,-0.0898,3.090,22.000,1.204,0.000,25.041,0.301,1.198,1.215,0,19.50
7.98,22.980,0.350,-0.0938,3.050,24.000,1.531,0.000,22.941,0.351,1.524,1.403,0,19.00
8.00,22.611,0.360,-0.0940,3.050,24.000,1.599,0.000,22.573,0.361,1.592,1.433,0,19.00
8.02,23.790,0.364,-0.0931,3.050,24.000,1.535,0.000,23.752,0.365,1.528,1.441,0,19.00
8.04,25.142,0.357,-0.0929,3.050,23.000,1.425,0.000,25.104,0.358,1.419,1.409,0,19.00
8.06,26.004,0.277,-0.0910,3.050,23.000,1.070,0.000,25.966,0.278,1.064,1.090,0,19.50
8.08,26.654,0.247,-0.0914,3.050,22.000,0.933,0.000,26.617,0.248,0.928,0.969,0,19.50
8.10,27.386,0.320,-0.0933,3.030,23.000,1.174,0.000,27.348,0.321,1.169,1.241,0,19.50
8.12,27.535,0.235,-0.0945,3.030,23.000,0.858,0.000,27.496,0.236,0.854,0.889,0,19.50
8.14,25.776,0.342,-0.0927,3.030,22.000,1.330,0.000,25.738,0.342,1.325,0.000,0,19.50
8.16,26.495,0.298,-0.0927,3.030,22.000,1.129,0.000,26.457,0.299,1.124,0.000,0,19.50
8.18,26.351,0.318,-0.0931,3.150,21.000,1.211,0.000,26.313,0.319,1.206,0.000,0,19.50
8.20,25.896,0.346,-0.0918,3.230,20.000,1.340,0.000,25.858,0.347,1.335,0.000,0,19.50
8.22,29.934,0.340,-0.0904,3.380,17.000,1.139,0.000,29.896,0.341,1.135,0.000,0,19.50
8.24,30.104,0.400,-0.0901,3.380,17.000,1.333,0.000,30.067,0.401,1.328,0.000,0,19.50
