H [m],qc [MPa],fs [MPa],u2 [MPa],TA [degrees],v [cm/s],Rf [%],Uo [MPa],qt [MPa],ft [MPa],Rf(qc) [%],Rfd [%],soil [],UW [kN/m3]
7.50,17.317,0.385,-0.0563,2.150,17.000,2.229,0.000,17.294,0.385,2.223,2.115,0,18.50
7.52,16.582,0.394,-0.0564,2.050,17.000,2.381,0.000,16.559,0.394,2.374,2.190,0,18.50
7.54,16.700,0.312,-0.0566,2.030,17.000,1.872,0.000,16.677,0.312,1.866,1.731,0,19.00
7.56,18.444,0.199,-0.0569,2.020,15.000,1.085,0.000,18.421,0.200,1.081,1.090,0,19.50
7.58,19.009,0.195,-0.0570,2.020,15.000,1.029,0.000,18.986,0.195,1.024,1.044,0,19.50
7.60,19.420,0.167,-0.0569,2.020,16.000,0.863,0.000,19.397,0.167,0.859,0.880,0,19.50
7.62,18.781,0.187,-0.0571,2.020,18.000,0.998,0.000,18.758,0.187,0.994,0.967,0,19.50
7.64,19.190,0.266,-0.0571,2.020,18.000,1.390,0.000,19.166,0.266,1.386,1.351,0,19.00
7.66,20.513,0.225,-0.0567,2.020,16.000,1.099,0.000,20.490,0.225,1.095,1.118,0,19.50
7.68,21.278,0.231,-0.0568,2.020,17.000,1.092,0.000,21.254,0.232,1.088,1.135,0,19.50
7.70,21.271,0.264,-0.0568,2.020,16.000,1.247,0.000,21.248,0.265,1.243,1.281,0,19.50
7.72,21.065,0.264,-0.0564,2.020,17.000,1.260,0.000,21.042,0.265,1.256,1.266,0,19.50
7.74,20.795,0.305,-0.0564,2.020,18.000,1.471,0.000,20.772,0.306,1.467,1.446,0,19.00
7.76,21.270,0.289,-0.0567,2.020,18.000,1.365,0.000,21.246,0.290,1.361,1.358,0,19.00
7.78,21.860,0.290,-0.0560,2.020,18.000,1.329,0.000,21.837,0.290,1.325,1.342,0,19.00
7.80,21.629,0.287,-0.0559,2.020,18.000,1.330,0.000,21.606,0.287,1.326,1.319,0,19.00
7.82,22.097,0.263,-0.0566,2.020,17.000,1.193,0.000,22.074,0.263,1.189,1.206,0,19.50
7.84,21.032,0.261,-0.0560,2.020,19.000,1.243,0.000,21.009,0.261,1.239,1.194,0,19.50
7.86,21.752,0.269,-0.0560,2.030,18.000,1.241,0.000,21.729,0.270,1.238,1.316,0,19.50
7.88,23.373,0.270,-0.0566,2.100,14.000,1.157,0.000,23.350,0.270,1.153,1.367,0,19.50
7.90,22.947,0.264,-0.0563,2.170,12.000,1.152,0.000,22.924,0.264,1.149,1.348,0,19.50
7.92,21.832,0.295,-0.0567,2.200,11.000,1.357,0.000,21.809,0.296,1.353,1.496,0,19.00
7.94,21.456,0.303,-0.0566,2.180,11.000,1.417,0.000,21.432,0.304,1.413,1.524,0,19.00
7.96,5.740,0.040,-0.0546,2.060,0.000,0.706,0.000,5.718,0.040,0.693,0.196,0,19.00
7.98,13.203,0.149,-0.0544,1.980,6.000,1.138,0.000,13.180,0.150,1.132,0.726,0,19.00
8.00,20.101,0.151,-0.0543,1.980,7.000,0.754,0.000,20.079,0.151,0.751,0.725,0,19.50
8.02,23.660,0.154,-0.0543,1.980,9.000,0.652,0.000,23.638,0.154,0.649,0.729,0,19.50
8.04,23.732,0.192,-0.0542,1.980,9.000,0.812,0.000,23.710,0.192,0.809,0.894,0,19.50
8.06,25.013,0.210,-0.0541,2.000,10.000,0.841,0.000,24.990,0.210,0.838,0.952,0,19.50
8.08,25.494,0.231,-0.0540,2.010,10.000,0.911,0.000,25.472,0.232,0.908,0.966,0,19.50
8.10,25.631,0.220,-0.0541,2.000,10.000,0.861,0.000,25.608,0.221,0.858,0.879,0,19.50
8.12,25.641,0.190,-0.0538,2.010,7.000,0.745,0.000,25.619,0.191,0.742,0.745,0,19.50
8.14,26.557,0.205,-0.0542,1.960,7.000,0.776,0.000,26.535,0.206,0.773,0.796,0,19.50
8.16,27.333,0.233,-0.0539,1.980,8.000,0.855,0.000,27.311,0.234,0.853,0.894,0,19.50
8.18,27.144,0.224,-0.0529,2.020,9.000,0.829,0.000,27.122,0.225,0.826,0.853,0,19.50
8.20,25.139,0.298,-0.0541,2.020,11.000,1.188,0.000,25.117,0.298,1.185,1.125,0,19.50
8.22,25.610,0.265,-0.0539,2.020,13.000,1.039,0.000,25.588,0.266,1.036,1.003,0,19.50
8.24,26.508,0.268,-0.0538,2.020,15.000,1.013,0.000,26.486,0.268,1.010,1.011,0,19.50
8.26,26.658,0.272,-0.0536,2.020,17.000,1.022,0.000,26.636,0.272,1.019,1.038,0,19.50
8.28,27.379,0.274,-0.0536,2.020,16.000,1.002,0.000,27.358,0.274,1.000,1.065,0,19.50
8.30,27.632,0.281,-0.0535,2.020,16.000,1.019,0.000,27.611,0.281,1.017,1.127,0,19.50
8.32,25.350,0.289,-0.0537,2.020,17.000,1.145,0.000,25.328,0.290,1.142,1.193,0,19.50
8.34,25.887,0.264,-0.0534,2.120,17.000,1.021,0.000,25.865,0.264,1.018,1.128,0,19.50
8.36,23.416,0.326,-0.0535,2.120,15.000,1.398,0.000,23.394,0.327,1.394,1.458,0,19.00
8.38,22.094,0.362,-0.0535,2.050,15.000,1.643,0.000,22.072,0.363,1.639,1.690,0,19.00
8.40,18.514,0.314,-0.0536,1.970,16.000,1.699,0.000,18.492,0.314,1.694,1.532,0,19.00
8.42,17.818,0.341,-0.0537,1.980,19.000,1.917,0.000,17.796,0.341,1.912,1.738,0,19.00
8.44,15.727,0.323,-0.0532,1.980,21.000,2.061,0.000,15.705,0.324,2.054,1.697,0,18.50
8.46,15.769,0.284,-0.0528,1.980,19.000,1.806,0.000,15.747,0.284,1.800,1.534,0,19.00
8.48,16.188,0.235,-0.0522,1.980,20.000,1.460,0.000,16.166,0.236,1.455,1.295,0,19.00
8.50,16.788,0.248,-0.0522,1.950,20.000,1.483,0.000,16.766,0.249,1.478,1.375,0,19.00
8.52,18.012,0.190,-0.0519,1.940,20.000,1.059,0.000,17.991,0.191,1.055,1.031,0,19.50
8.54,19.166,0.161,-0.0522,1.850,20.000,0.841,0.000,19.145,0.161,0.837,0.848,0,19.50
8.56,20.023,0.166,-0.0525,1.840,19.000,0.833,0.000,20.001,0.167,0.829,0.845,0,19.50
8.58,19.999,0.188,-0.0523,1.870,19.000,0.944,0.000,19.978,0.189,0.940,0.919,0,19.50
8.60,20.575,0.133,-0.0517,1.760,18.000,0.650,0.000,20.554,0.134,0.646,0.626,0,19.50
8.62,22.682,0.124,-0.0515,1.730,19.000,0.551,0.000,22.661,0.125,0.548,0.563,0,19.50
8.64,23.181,0.196,-0.0522,1.730,19.000,0.847,0.000,23.160,0.196,0.844,0.858,0,19.50
8.66,23.671,0.216,-0.0521,1.730,19.000,0.917,0.000,23.650,0.217,0.914,0.920,0,19.50
8.68,24.640,0.216,-0.0520,1.700,15.000,0.879,0.000,24.619,0.216,0.876,0.894,0,19.50
8.70,25.109,0.273,-0.0518,1.700,16.000,1.089,0.000,25.088,0.273,1.086,1.101,0,19.50
8.72,25.618,0.257,-0.0519,1.700,15.000,1.007,0.000,25.597,0.258,1.004,1.016,0,19.50
8.74,26.237,0.304,-0.0512,1.700,15.000,1.161,0.000,26.216,0.304,1.158,1.182,0,19.50
8.76,26.941,0.286,-0.0512,1.700,15.000,1.065,0.000,26.920,0.287,1.063,1.096,0,19.50
8.78,26.903,0.331,-0.0509,1.700,14.000,1.233,0.000,26.882,0.332,1.230,0.000,0,19.50
8.80,26.757,0.325,-0.0517,1.700,14.000,1.216,0.000,26.736,0.325,1.214,0.000,0,19.50
8.82,26.826,0.381,-0.0510,1.700,14.000,1.425,0.000,26.805,0.382,1.422,0.000,0,19.50
8.84,26.828,0.365,-0.0512,1.700,15.000,1.365,0.000,26.807,0.366,1.362,0.000,0,19.50
8.86,27.829,0.326,-0.0519,1.700,16.000,1.173,0.000,27.808,0.326,1.171,0.000,0,19.50
8.88,27.829,0.326,-0.0519,1.700,16.000,1.173,0.000,27.808,0.326,1.171,0.000,0,19.50
